Name,first,affiliation,occupation,epithet,status,age,bounty,residence,dfname,last_bounty,latest_age,main_crew
Charlotte Basskarte,Chapter 860; Episode 830[2],Charlotte Family; Big Mom Pirates[3],Pirate Officer[4],,Alive,42[5],,,,,42,Charlotte Family
Charlotte Compote,Chapter 860; Episode 830[1],Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer;[3] Minister of Fruits[2],,Alive,49[4],,Fruits Island[2],,,49,Charlotte Family
Charlotte Angel,Chapter 860; Episode 830[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,45[4],,,,,45,Charlotte Family
Charlotte Cinnamon,Chapter 860; Episode 830[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer[2],,Alive,35[3],,,,,35,Charlotte Family
Charlotte Poire,Chapter 860; Episode 830[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer[2],,Alive,31[3],,,,,31,Charlotte Family
Du Feld,Chapter 860;[1] Episode 828,Du Feld Conglomerate;[2] Underworld;[1] MADS (former)[3],Emperor of the Underworld[4],"""God of Fortune"" (福の神, Fuku no Kami?)[1]",Unknown,,,,,,,Du Feld Conglomerate
Drug Peclo,Chapter 860; Episode 828[1],Underworld[1],Undertaker;[1] Emperor of the Underworld[2],"""Major Undertaker"" (大手葬儀屋, Ōte Sōgi-ya?)",Alive,,,,,,,Underworld 
Morgans,Chapter 860; Episode 828[1],World Economy News Paper; Underworld[2],World Economy News Paper President; Emperor of the Underworld[2],"""Big News"" (ビッグニュース, Biggu Nyūsu?)[2]",Alive,53[3],,,"Tori Tori no Mi, Model: Albatross[3]",,53,World Economy News Paper
Giberson,Chapter 860; Episode 828[1],Underworld[2],"Warehouseman (倉庫業老舗, Sōkogyō Shinise?, English versions: ""Warehouse Kingpin"");[2]Emperor of the Underworld[3]","""The Concealer"" (隠匿師, Intoku-shi?, English versions: ""The Hider"")[2]",Alive,,,,,,,Underworld 
Umit,Chapter 860; Episode 828[1],Underworld[2],"Shipping Magnate (海運王, Kaiun-ō?, Viz: ""Shipping King""); Emperor of the Underworld[2]","""Deep Ocean Current"" (深層海流, Shinsō Kairyū?, Viz: ""Deep-Sea Currents"")[2]",Alive,,,,,,,Underworld 
Jigra,"Chapter 860, Episode 830[1]",Underworld[1]; Organ Dealing Assassination Group ≠[2],Organ Trader[1],,Deceased,,,,,,,Underworld 
Stussy,Chapter 860; Episode 828[1],CP0 (undercover);[2] Underworld (undercover);[1] MADS[3],Cipher Pol Agent (undercover);[2] Empress of the Underworld[1],"Queen of the Pleasure District (歓楽街の女王, Kanraku-gai no Joō?)[1]",Alive,Secret;[4]25-45 (estimate)[3][5][6],,,,,,CP0  
Charlotte Daifuku,Chapter 861; Episode 826[1],Charlotte Family;[1] Big Mom Pirates[2],Pirate Officer;[2] Minister of Beans[3],,Alive,48[4],"300,000,000[6]",Poripori Island[3][4],Hoya Hoya no Mi,300000000.0,48,Charlotte Family
Charlotte Oven,Chapter 861;[1] Episode 827[2],Charlotte Family;[1] Big Mom Pirates[3],Pirate Officer;[3] Minister of Browned Food[4],,Alive,48[5],"300,000,000[7]",Yakigashi Island[5],Netsu Netsu no Mi,300000000.0,48,Charlotte Family
Charlotte Dosmarche,Chapter 861;[1] Episode 832[2],Charlotte Family; Big Mom Pirates[1],Pirate Officer;[3] Minister of Tea[4],,Alive,42[4],,Black Island[4],,,42,Charlotte Family
Charlotte Marnier,Chapter 861; Episode 834[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer;[3] Minister of Yeast[4],,Alive,37[5],,Kibo Island[4],,,37,Charlotte Family
Charlotte Citron,Chapter 861; Episode 833[1],Charlotte Family;  Big Mom Pirates[1],Pirate Officer;[2] Minister of Eggs[3],,Alive,35[4],,Kimi Island[3],,,35,Charlotte Family
Carmel,Chapter 861; Episode 831[1],Underworld;[2] Sheep's House[3],Child Trafficker[2]; Caretaker of Sheep's House,"""Holy Mother"" (聖母, Seibo?)[3]",Deceased,,,Elbaf (former)[3]Whole Cake Island[4],Soru Soru no Mi,,,Underworld
Charlotte Zuccotto,Chapter 862; Episode 832[2],Charlotte Family;[3] Big Mom Pirates[4],Pirate Officer;[5] Minister of Alcohol[6],,Alive,44[6],,Liqueur Island[6],,,44,Charlotte Family
Charlotte Noisette,Chapter 862; Episode 832[1],Charlotte Family; Big Mom Pirates[2],Pirate Officer;[3] Minister of Finance[4],,Alive,41[5],,Kinko Island[4],,,41,Charlotte Family
Charlotte High-Fat,Chapter 862; Episode 832[1],Charlotte Family;[2] Big Mom Pirates[1],Pirate Officer[3],,Alive,36[4],,,,,36,Charlotte Family
Charlotte Tablet,Chapter 862; Episode 832[1],Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer;[4] Minister of Toppings[2],,Alive,36[2],,Topping Island[2],,,36,Charlotte Family
Charlotte Saint-Marc,Chapter 862; Episode 832[2],Charlotte Family;[3] Big Mom Pirates[4],Pirate Officer;[5] Minister of Essence[6],,Alive,34[3],,Flavor Island[6],,,34,Charlotte Family
Charlotte Basans,Chapter 862; Episode 832[2],Charlotte Family;[3] Big Mom Pirates[2],Pirate Officer[4],,Alive,34[3],,,,,34,Charlotte Family
Charlotte Kanten,Chapter 862;[2] Episode 839[3],Charlotte Family;[4] Big Mom Pirates[3],Pirate Officer;[5] Minister of Agar[6],,Alive,28[6],,Jelly Island[6],,,28,Charlotte Family
Charlotte Mobile,Chapter 862; Episode 832[1],Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer;[4] Minister of Tasting[2],,Alive,25[2],,Futoru Island[2],,,25,Charlotte Family
Charlotte Custard,"Chapter 862; Episode 831 (fantasy), Episode 832[1][2]",Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer[4],,Alive,45[5],,,,,45,Charlotte Family
Charlotte Mozart,"Chapter 862; Episode 831 (fantasy), Episode 832[2]",Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,37[4],,,,,37,Charlotte Family
Charlotte Compo,Chapter 864; Episode 834[1],Charlotte Family;[2] Big Mom Pirates[3],Pirate Officer;[3] Minister of Pie[4],,Alive,39[4],,Piepie Island[4],,,39,Charlotte Family
Charlotte Laurin,Chapter 864; Episode 834[1],Charlotte Family;[2] Big Mom Pirates[1],Pirate Officer[3],,Alive,39[2],,,,,39,Charlotte Family
Charlotte Effilée,"Chapter 864; Episode 831 (fantasy), Episode 834[2]",Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,47[4],,,,,47,Charlotte Family
Charlotte Broyé,Chapter 864; Episode 832[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer;[3] Minister of Meringue[4],,Alive,43[6],,Milenge Island[4],,,43,Charlotte Family
Charlotte Mash,"Chapter 865; Episode 831 (fantasy), Episode 834[2]",Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,40[4],,,,,40,Charlotte Family
Charlotte Cornstarch,Chapter 865; Episode 841[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer;[3] Minister of Love,,Alive,40[5],,Loving Island[4],,,40,Charlotte Family
Jorul,Chapter 866; Episode 836[1],Giant Warrior Pirates; Elbaf[1],Pirate Captain (former)[1],"""Waterfall Beard"" Jorul (滝ひげのヨルル, Takihige no Yoruru?, VIZ: Beardfall)[1]",Deceased,,,Elbaf[1],,,,Giant Warrior Pirates
Jarul,Chapter 866; Episode 836[1],Giant Warrior Pirates; Elbaf[1],Pirate (former); Captain (former)[1],"""Mountain Beard"" Jarul (山ひげのヤルル, Yamahige no Yaruru?, VIZ: Beardhill)[1]",Unknown,345 (63 years ago)[1],,Elbaf[1],,,345,Giant Warrior Pirates
Raideen,"Chapter 866, Episode 836[1]",Giant Warrior Pirates (former)[2],,,Unknown,,,Elbaf[1],,,,Giant Warrior Pirates   
Gerd,Chapter 866; Episode 836[1],New Giant Warrior Pirates; Buggy's Delivery (former);[2] Straw Hat Grand Fleet,Pirate; Doctor; Mercenary (former)[2],,Alive,75[3],,Elbaf[1],,,75,New Giant Warrior Pirates
Pandora,"Chapter 867, Episode 837[1]",Carmel[1],,,Unknown,,,,,,,Carmel 
Charlotte Hachée,Chapter 871[2],Charlotte Family; Big Mom Pirates[3],Pirate Officer[4],,Alive,47[5],,,,,47,Charlotte Family
Lady Tree,Chapter 873; Episode 844[1],,,,Alive,,,,,,,
Uholisia,Chapter 771; Episode 710 (mentioned)[1],Niho Navy,,,Alive,,,,,,,Niho Navy
Chichilisia,Chapter 879[1],,Leader of the Niho Navy[1],,Alive,,,,,,,
Buche,"Chapter 880, Episode 852[1]",WCI 31; Big Mom Pirates[1],Head Chef[1],,Alive,,,,,,,WCI 31
WCI 31,Chapter 880; Episode 852[1],Totto Land[1],Head Chefs[1],,,,,,,,,Totto Land 
Charlotte Bavarois,Chapter 888; Episode 861[1],Charlotte Family;[2] Big Mom Pirates,Pirate Officer[3],,Alive,30[4],,,,,30,Charlotte Family
Charlotte Flampe,Chapter 891; Episode 865[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer;[2] Minister of Honey;[3] Special Attack Unit Captain; Katakuri Fan Club President[1],,Alive,15[1],,Rokumitsu Island[3],,,15,Charlotte Family
Charlotte Snack,Chapter 894;[1] Episode 798[2] (silhouette),Charlotte Family;[1] Big Mom Pirates[3],Pirate Officer;[4] Minister of Fries;[5] Sweet Commander (former),,Alive,30[5],"600,000,000[1]",Potato Island[5],,600000000.0,30,Charlotte Family
Charlotte Chiboust,Chapter 894; Episode 869[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer;[2] Minister of Mix[3],,Alive,27[3],,Sanshoku Island[3],,,27,Charlotte Family
Charlotte Brownie,Chapter 894; Episode 869[1],Charlotte Family; Big Mom Pirates[1],Officer[2],,Alive,24[3],,,,,24,Charlotte Family
Charlotte Yuen,Chapter 894; Episode 869[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer[2],,Alive,19[3],,,,,19,Charlotte Family
Charlotte Nougat,Chapter 894; Episode 869[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,17[4],,,,,17,Charlotte Family
Charlotte Joconde,Chapter 894; Episode 869[1],Charlotte Family; Big Mom Pirates[1],Pirate Officer[2],,Alive,23[3],,,,,23,Charlotte Family
Charlotte Marble,Chapter 894; Episode 869[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,25[4],,,,,25,Charlotte Family
Charlotte Prim,"Chapter 896, Episode 871[2]",Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,29[4],,,,,29,Charlotte Family
Charlotte Montb,"Chapter 897, Episode 873[2]",Charlotte Family;[3] Big Mom Pirates[2],Pirate Officer[4],,Alive,28[3],,,,,28,Charlotte Family
Charlotte Maple,Chapter 897[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,25[4],,,,,25,Charlotte Family
Charlotte Panna,Chapter 897[2],Charlotte Family; Big Mom Pirates[2],Pirate Officer[3],,Alive,21[4],,,,,21,Charlotte Family
Road,"Chapter 898,[1] Episode 836[2]","Straw Hat Grand Fleet (New Giant Warrior Pirates), Buggy's Delivery (former)",Navigator; Mercenary (former)[1],,Alive,63[3],,Elbaf[3],,,63,"Straw Hat Grand Fleet  , Buggy's Delivery  "
Goldberg,"Chapter 899,[1] Episode 836[2]",New Giant Warrior Pirates; Buggy's Delivery (former)[1] Straw Hat Grand Fleet,Cook; Pirate; Mercenary (former)[1],,Alive,63[3],,Elbaf[3],,,63,New Giant Warrior Pirates
Gally,Episode 48[1]; Romance Dawn Story; Chapter 902; Episode 877[2][3],Gally Pirates[2],Pirate Captain[2],"""Crescent-Moon Gally"" (三日月のギャリー, Mikazuki no Gyarī?, Funimation: ""Gally the Crescent"")",Alive,,"3,450,000 (Loguetown Arc)[5]5,000,000 (Romance Dawn Story)[4]",,,3450000.0,,Gally Pirates 
Komane,"Chapter 903, Episode 879[1]",Lulusia Kingdom[2],Princess[2] (former)[3],,Unknown,,,,,,,Lulusia Kingdom 
Peachbeard,Chapter 904; Episode 880[1],Peachbeard Pirates; Blackbeard Pirates[1],Pirate; Captain; Blackbeard's subordinate[1],,Alive,,"52,000,000[1]",,,52000000.0,,Peachbeard Pirates
Belo Betty,Chapter 904; Episode 880[1],Revolutionary Army (East Army)[1],East Army Commander of the Revolutionary Army[1],,Alive,34[2],"457,000,000[2]",Baltigo (former); Momoiro Island,Kobu Kobu no Mi,457000000.0,34,Revolutionary Army   
Lindbergh,Chapter 904; Episode 880[1],Revolutionary Army (South Army)[2],South Army Commander of the Revolutionary Army[2],,Alive,37[3],"316,000,000[3]",Baltigo (former); Momoiro Island,,316000000.0,37,Revolutionary Army   
Aramaki,Chapter 905; Episode 882[1],Marines[2],Admiral[2],,Alive,,"(3,000,000,000)[3]",,Mori Mori no Mi,3000000000.0,,Marines 
Matryo Princesses,Chapter 905; Episode 882[1],,Princesses of the Roshwan Kingdom[1],,Alive,,,Roshwan Kingdom[1],,,,
Mororon,Chapter 905; Episode 882[1],,Queen of the Tajine Kingdom[1],,Alive,,,Tajine Kingdom[1],,,,
Tacos,Chapter 905; Episode 882[1],,King of the Shishano Kingdom[1],,Alive,,,Shishano Kingdom[1],,,,
Ahiru,Chapter 905; Episode 883[1],Revolutionary Army[1],East Army Deputy Commander[2],,Alive,,,Baltigo (former); Momoiro Island,,,,Revolutionary Army 
Ushiano,Chapter 905; Episode 883[1],Revolutionary Army[1],West Army Deputy Commander,,Alive,,,Baltigo (former); Momoiro Island,,,,Revolutionary Army 
Gambo,Chapter 905; Episode 883[1],Revolutionary Army[1],South Army Deputy Commander,,Alive,,,Baltigo (former); Momoiro Island,,,,Revolutionary Army 
Columbus,Chapter 906[1],Yonta Maria Grand Fleet;[2] Straw Hat Grand Fleet[3],Pirate[1],,Alive,,,,,,,Yonta Maria Grand Fleet
Moqueca,Chapter 906; Episode 884[1],Levely[2],King[1],,Alive,,,Samba Kingdom[3],,,,Levely 
Nashi,Chapter 906; Episode 884[1],Levely[2],King[2],,Alive,,,Ringo Kingdom[3],,,,Levely 
Mari,Chapter 906; Episode 884[1],Levely[2],King[2],,Alive,,,Chaco Kingdom[3],,,,Levely 
Sauce,Chapter 906; Episode 884[1],Levely[2],King[2],,Alive,,,Jambalaya Kingdom[3],,,,Levely 
Neggy,Chapter 906; Episode 884[1],Levely[2],Queen[2],,Alive,,,Gingaball Kingdom[3],,,,Levely 
Couran,Chapter 906; Episode 884[1],Levely[2],King[2],,Alive,,,Cameron Kingdom[3],,,,Levely 
Lemoncheese,Chapter 906; Episode 884[1],Levely[2],Queen[2],,Alive,,,Bestland Kingdom[3],,,,Levely 
Jeep,Chapter 906; Episode 884[1],Levely[1],King[1],,Alive,,,South Fire Kingdom[2],,,,Levely 
Wheel,Chapter 906; Episode 884[1],Levely[1],Prince[1],,Alive,,,South Fire Kingdom,,,,Levely 
Furrari,Chapter 906; Episode 884[1],Levely[1],King[1],,Alive,,,Nagagutsu Kingdom[2],,,,Levely 
Tritobu,Chapter 906; Episode 884[1],Levely[1],Prince[1],,Alive,,,Nagagutsu Kingdom,,,,Levely 
Imu,Chapter 906; Episode 885[1],World Government[2],Supreme Ruler of the World (clandestine),,Alive,,,Mary Geoise (Pangaea Castle),,,,World Government 
Gion,SBS Volume 74;[1]Movie 13;[2]Chapter 907;Episode 887[3],Marines[1],Vice Admiral[1],,Alive,,,,,,,Marines 
Tokikake,SBS Volume 75;[1] Movie 13;[2]Chapter 907; Episode 887[3],Marines[1],Vice Admiral[1],,Alive,,,,,,,Marines 
Seki,Chapter 908; Episode 884[1],Levely[1],King[1] (former)[2],,Unknown,,,Lulusia Kingdom[3],,,,Levely 
Stroganoff,Chapter 908; Episode 886[1],Levely[1],King[1],,Alive,,,Beef Kingdom[2],,,,Levely 
Tea IV,Chapter 823; Episode 777[1],Levely[2],King[2],,Alive,,,Eigis Kingdom[3],,,,Levely 
Ban Dedessinée,Chapter 823; Episode 777[1],Levely[2],Queen[2],,Alive,,,Frauce Kingdom[3],,,,Levely 
Chap,Chapter 823; Episode 777[1],Levely[2],King[2],,Alive,,,Deul Kingdom[3],,,,Levely 
Kozuki Hiyori,Chapter 909; Episode 892[1],Kozuki Family,Oiran[2],,Alive,26[5],,Wano Country (Kuri; Flower Capital),,,26,Kozuki Family
Toyama Tsujigiro,Chapter 909; Episode 892[1],,Magistrate[1],,Unknown,,,Wano Country (Flower Capital),,,,
Giro Chintaro,Chapter 909; Episode 892[1],,Samurai[1],,Alive,,,Wano Country (Flower Capital),,,,
Tsugaru Umi,Chapter 909; Episode 892[1],Nico Robin,Geisha Master[1],,Alive,,,Wano Country (Flower Capital),,,,Nico Robin
Minatomo,Chapter 909; Episode 892[1],,Carpenter,,Alive,,,Wano Country (Flower Capital),,,,
Gama Pyonnosuke,"Chapter 909, Episode 892[1]",,,,Alive,,,Wano Country[1],,,,
Oide,Chapter 909; Episode 890[1],,,,Alive,,,Sphinx,,,,
Tama,Chapter 909; Episode 890[1],Oide,Pet,,Alive,,,Sphinx,,,,Oide
Komachiyo,Chapter 910; Episode 892[1],Kurozumi Tama,,,Alive,,,"Amigasa Village, Kuri, Wano Country[2]",,,,Kurozumi Tama
Hihimaru,Chapter 910; Episode 892[1],Beasts Pirates[2] (defected),,"""Raging Baboon of the Mountain"" (山の暴れ狒々, Yama no Abare Hihi?)",Alive,,,"Kuri, Wano Country[2]",,,,Beasts Pirates   
Massui,Chapter 911; Episode 893[1],Beasts Pirates[1],Waiter[1],,Alive,,,,,,,Beasts Pirates 
Kurozumi Tama,Chapter 911; Episode 893[1],Kurozumi Family[2],Kunoichi in training; Kasa weaver,,Alive,8[3],,"Amigasa Village, Kuri, Wano Country[1]",Kibi Kibi no Mi[4],,8,Kurozumi Family 
Kozuki Sukiyaki,Chapter 911; Episode 894[1],Kozuki Family[3],Swordsmith;[2] Shogun (former)[3],,Alive,81[4],,"Wano Country (Amigasa Village, formerly Flower Capital)",,,81,Kozuki Family 
Bunbuku,"Chapter 911, Episode 894[1]",,,,Alive,,,"Amigasa Village, Wano Country[1]","Inu Inu no Mi, Model: Tanuki",,,
Tsurujo,Chapter 912; Episode 897[1],,Tea House Owner;[2] Waitress (Former)[3],,Alive,55[4],,"Okobore Town, Kuri, Wano Country[2]",,,55,
Tsurujo,Chapter 912; Episode 897[1],,Tea House Owner;[2] Waitress (Former)[3],,Alive,55[4],,"Okobore Town, Kuri, Wano Country[2]",,,55,
Kikunojo,Chapter 913; Episode 899[1],Kozuki Family;[2] Nine Red Scabbards[3],Samurai; Retainer of the Kozuki Family;[2] Tea House Poster Girl[1],"""Kikunojo of the Lingering Snow"" (残雪の菊之丞, Zansetsu no Kikunojō?, Viz: ""Kikunojo of the Fallen Snow"")[5]",Alive,22[6] (born 42 years ago),,Wano Country (Ringo ‡[4]; Kuri[1]),,,22,Kozuki Family
Urashima,Chapter 913; Episode 899[1],,Sumo Wrestler[1],,Alive,,,"Flower Capital, Wano Country[1]",,,,
Holed'em,Chapter 915; Episode 901[1],Beasts Pirates,Shinuchi[2],,Alive,30[3],,"Bakura Town, Wano Country",,,30,Beasts Pirates
Kamijiro,Chapter 914; Episode 901[1],Beasts Pirates[1],,,Alive,,,,,,,Beasts Pirates 
Batman,Chapter 914; Episode 900[1],Beasts Pirates[1],Gifter[1],,Alive,,,,,,,Beasts Pirates 
Gazelleman,Chapter 914; Episode 900[1],Beasts Pirates[1]; Tama[2],Gifter[1],,Alive,,,,,,,Beasts Pirates 
Mouseman,Chapter 915; Episode 901[1],Beasts Pirates[1],Gifter[1],,Alive,,,"Bakura Town, Kuri, Wano Country[1]",,,,Beasts Pirates 
Hiroshi,Chapter 915; Episode 901[1],,Restaurant Owner,,Alive,,,Wano Country (Bakura Town),,,,
Wakasa,Chapter 915; Episode 901[1],,Restaurant Owner,,Alive,,,Wano Country (Bakura Town),,,,
Saikoro,Chapter 915; Episode 901[1],,,,Unknown,,,Wano Country (Bakura Town)[1],,,,
Ikkaku,Chapter 915; Episode 902[1],,Announcer,,Alive,,,Wano Country (Bakura Town),,,,
Yokan,Chapter 915; Episode 902[1],,Doctor,,Alive,,,Wano Country (Bakura Town),,,,
Atagoyama,Chapter 915; Episode 902[1],,Sumo Wrestler[1],,Alive,,,Wano Country (Bakura Town),,,,
Serizawa,Chapter 915 (cover)[1],,Dyer; Instructor,,Alive,,,,,,,
Snakeman,Chapter 916; Episode 904[1],Beasts Pirates[1],Gifter[1],,Alive,,,,,,,Beasts Pirates 
Rabbitman,"Chapter 916, Episode 904[1]",Beasts Pirates[1],Gifter[1],,Alive,,,,SMILE,,,Beasts Pirates 
Speed,Chapter 917; Episode 904[1],Beasts Pirates (former);[2] Tama[3],Shinuchi[2],,Alive,24[4],,,,,24,Beasts Pirates  
Inoichibannosuke,Chapter 917; Episode 904[1],,Firefighter[1],,Alive,,,Wano Country (Bakura Town),,,,
Yame,Chapter 917; Episode 904[1],,,,Alive,,,Wano Country (Okobore Town),,,,
Kinbo,Chapter 917; Episode 904[1],,,,Alive,,,Wano Country (Okobore Town),,,,
Sarahebi,Chapter 919; Episode 909[1],Beasts Pirates[2],Gifter;[2] Teacher (former)[1][3],,Alive,,,,SMILE,,,Beasts Pirates 
Kozuki Toki,Chapter 919; Episode 893,Kozuki Family;[1] Amatsuki Family; Whitebeard Pirates (former);[2] Roger Pirates (former),,,Deceased,,,Wano Country (Kuri)[1],Toki Toki no Mi,,,Kozuki Family
Ginnosuke,Chapter 919; Episode 909[1],,Student,,Alive,,,Wano Country (Flower Capital),,,,
Chihaya,Chapter 919; Episode 909[1],,Student,,Alive,,,Wano Country (Flower Capital),,,,
Denjiro,Chapter 919; Episode 909[1],Kozuki Family; Nine Red Scabbards;[2] Kyoshiro Family;[3] Kurozumi Family (undercover)[1],Samurai;[3] Retainer of the Kozuki Family; Yakuza Boss; Money Changer;[1] Thief[2],"""Dozing Kyoshiro"" (居眠り狂死郎, Inemuri Kyōshirō?, Viz: ""Napping Kyoshiro"")[1]",Alive,47[5],,Wano Country (Flower Capital)[1],,,47,Kozuki Family
Hara,Chapter 919; Episode 909[1],,,,Alive,,,Wano Country (Flower Capital)[1],,,,
King,Chapter 920; Episode 910 (silhouette);[1] Chapter 925; Episode 918[2],Beasts Pirates[2],All-Star[2],"""King the Conflagration"" (火災のキング, Kasai no Kingu?, VIZ: ""King the Wildfire"")[2]",Alive,47[4],"1,390,000,000[4]",Wano Country[2],"Ryu Ryu no Mi, Model: Pteranodon",1390000000.0,47,Beasts Pirates 
Queen,Chapter 920; Episode 910 (silhouette);[1] Chapter 925; Episode 918[2],Beasts Pirates;[2] MADS (former)[3],All-Star;[2] Scientist;[4] De Facto Ruler of Udon (former)[5],"""Queen the Plague"" (疫災のクイーン, Ekisai no Kuīn?)[2]",Alive,56[6],"1,320,000,000[7]",Wano Country (Onigashima)[2],"Ryu Ryu no Mi, Model: Brachiosaurus",1320000000.0,56,Beasts Pirates
Kozuki Oden,Chapter 920; Episode 910[1],Kozuki Family;[2] Roger Pirates (former); Whitebeard Pirates (former)[3],Samurai; Daimyo;[2] Pirate[3] (former); 2nd Division Commander (former),"""Idiot Lord"" (バカ殿, Bakatono?, VIZ: ""Fool of a Lord"")[4][5]",Deceased,,Unknown[10],Wano Country (Kuri); (Flower Capital) (former),,,,Kozuki Family
Ashura Doji,Chapter 920; Episode 910[1],Mt. Atama Thieves;[2] Kozuki Family;[3] Nine Red Scabbards[4],Bandit;[5] Retainer of the Kozuki Family; Yakuza Boss (former);[6] Samurai[7],"Strongest Monster of Kuri (九里最強の怪物, Kuri Saikyō no Kaibutsu?, VIZ Media: Strongest Monster in Kuri)[8]",Deceased,,,Wano Country (Kuri: Mt. Atama),,,,Mt. Atama Thieves
Kawamatsu,Chapter 920; Episode 910[1],Kozuki Family;[1] Nine Red Scabbards[2],Retainer of the Kozuki Family; Samurai;[1] Sumo Wrestler;[3] Highway Robber (former),"""Kawamatsu the Kappa"" (河童の河松, Kappa no Kawamatsu?),[5]""Yokozuna Kawamatsu"" (横綱河松, Yokozuna Kawamatsu?)[3]",Alive,41[7],,Wano Country,,,41,Kozuki Family
Jibuemon,Chapter 920; Episode 911[1],Kozuki Family[1],Retainer of the Kozuki Family; Samurai[1],,Alive,,,Wano Country (Kibi)[1],,,,Kozuki Family 
Kurosawa,Chapter 920; Episode 911[1],Kozuki Family;[1] Ninja-Pirate-Mink-Samurai Alliance,Samurai[2],,Alive,,,Wano Country[1],,,,Kozuki Family
Kagero,Chapter 920[1]; Episode 909[2],Kozuki Family;[1] Ninja-Pirate-Mink-Samurai Alliance,Samurai; Priest[3],,Alive,,,Wano Country[1],,,,Kozuki Family
Tabuhachiro,Chapter 920; Episode 911[1],Kozuki Family[1]; Ninja-Pirate-Mink-Samurai Alliance[2],,,Alive,,,Wano Country[1],,,,Kozuki Family 
Shinobu,Chapter 921; Episode 911[1],Kozuki Family[2],Kunoichi; Retainer of the Kozuki Family,"""Bewitching Kunoichi"" (悩殺くの一, Nōsatsu Kunoichi?);""Shinobu the Man-Killer"" (男殺しのしのぶ, Otoko-goroshi no Shinobu?)[3]",Alive,49[4],,"Kuri, Wano Country[1]",Juku Juku no Mi,,49,Kozuki Family 
Chocho,Chapter 921; Episode 912[1],,,,Alive,,,Wano Country (Okobore Town; formerly Bakura Town[2]),,,,
Gorobe,Chapter 924; Episode 916[1],,,,Unknown,,,"Okobore Town, Kuri, Wano Country[1]",,,,
Kikipatsu,Chapter 925; Episode 917[1],Blackbeard Pirates,,,Alive,,,,,,,Blackbeard Pirates
Maki,Chapter 925; Episode 917[1],Blackbeard Pirates,,,Alive,,,,,,,Blackbeard Pirates
Tori,Chapter 925; Episode 917[1],Blackbeard Pirates[1],Pirate[1],,Alive,,,,,,,Blackbeard Pirates 
Dobon,Chapter 926; Episode 919[1],Beasts Pirates[1],Shinuchi; Vice Warden of the Prisoner Mine[1],,Alive,,,,,,,Beasts Pirates 
Ibiributsu,Chapter 926; Episode 919[1],Beasts Pirates[1],Waiter; Prisoner Mine Guard[1],,Alive,,,,,,,Beasts Pirates 
Donannoyo,Chapter 926; Episode 919[1],Beasts Pirates[1],Waiter; Prisoner Mine Guard[1],,Alive,,,,,,,Beasts Pirates 
Kamekichi,Chapter 926; Episode 918[1],,Newspaper deliveryman[2],,Alive,,,Wano Country (Flower Capital),,,,
Ukon,Chapter 926; Episode 918[1],Kozuki Family;[1] Ninja-Pirate-Mink-Samurai Alliance,Samurai[2],,Alive,,,Wano Country (Flower Capital)[1],,,,Kozuki Family
Hidayu,Chapter 926; Episode 918[1],Kozuki Family;[1] Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],,Alive,,,Wano Country (Flower Capital)[1],,,,Kozuki Family
Monjiro,Chapter 926; Episode 918[1],Kozuki Family;[1] Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],,Alive,,,Wano Country (Flower Capital)[1],,,,Kozuki Family
Jujiro,Chapter 926; Episode 918[1],Kozuki Family;[1] Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],,Alive,,,Wano Country (Flower Capital)[1],,,,Kozuki Family
Kakunoshin,Chapter 926; Episode 918[1],Kozuki Family;[1] Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],,Alive,,,Wano Country (Flower Capital)[1],,,,Kozuki Family
Kojuro,Chapter 926; Episode 918[1],Kozuki Family;[1] Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],,Alive,,,Wano Country (Flower Capital)[1],,,,Kozuki Family
Dotaku,Chapter 926; Episode 918[1],Kozuki Family[1],Samurai[1],,Alive,,,Wano Country (Flower Capital)[1],,,,Kozuki Family 
