Chapter,Character,Appearance,Appearance Notes,Arc
978.0,Raizo,Raizo,,Wano Country
978.0,Kikunojo,Kikunojo,,Wano Country
978.0,Ashura Doji,Ashura Doji,,Wano Country
978.0,Kawamatsu,Kawamatsu,,Wano Country
978.0,Denjiro,Denjiro,,Wano Country
978.0,Hyogoro,Hyogoro,,Wano Country
978.0,Jibuemon,Jibuemon,,Wano Country
978.0,Carrot,Carrot,,Wano Country
979.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
979.0,Roronoa Zoro (flashback),Roronoa Zoro ,flashback,Wano Country
979.0,Nami,Nami,,Wano Country
979.0,Usopp,Usopp,,Wano Country
979.0,Sanji,Sanji,,Wano Country
979.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
979.0,Nico Robin,Nico Robin,,Wano Country
979.0,Franky,Franky,,Wano Country
979.0,Brook,Brook,,Wano Country
979.0,Jinbe,Jinbe,,Wano Country
979.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
979.0,Bepo,Bepo,,Wano Country
979.0,Shachi,Shachi,,Wano Country
979.0,Penguin,Penguin,,Wano Country
979.0,Jean Bart,Jean Bart,,Wano Country
979.0,Kaido,Kaido,,Wano Country
979.0,King,King,,Wano Country
979.0,Queen,Queen,,Wano Country
979.0,Jack,Jack,,Wano Country
979.0,Page One,Page One,,Wano Country
979.0,Ulti,Ulti,,Wano Country
979.0,Who's-Who,Who's-Who,,Wano Country
979.0,Black Maria,Black Maria,,Wano Country
979.0,Sasaki,Sasaki,,Wano Country
979.0,Bao Huang,Bao Huang,,Wano Country
979.0,Leo (cover),Leo ,cover,Wano Country
979.0,Bian (cover),Bian ,cover,Wano Country
979.0,Inhel (cover),Inhel ,cover,Wano Country
979.0,Cotton (cover),Cotton ,cover,Wano Country
979.0,Maujii (cover),Maujii ,cover,Wano Country
979.0,Nubon (cover),Nubon ,cover,Wano Country
979.0,X Drake,X Drake,,Wano Country
979.0,Kurozumi Orochi,Kurozumi Orochi,,Wano Country
979.0,Kurozumi Kanjuro,Kurozumi Kanjuro,,Wano Country
979.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
979.0,Kin'emon,Kin'emon,,Wano Country
979.0,Raizo,Raizo,,Wano Country
979.0,Kikunojo,Kikunojo,,Wano Country
979.0,Ashura Doji,Ashura Doji,,Wano Country
979.0,Kawamatsu,Kawamatsu,,Wano Country
979.0,Denjiro,Denjiro,,Wano Country
979.0,Shinobu,Shinobu,,Wano Country
979.0,Jibuemon,Jibuemon,,Wano Country
979.0,Hyogoro,Hyogoro,,Wano Country
979.0,Omasa,Omasa,,Wano Country
979.0,Cho,Cho,,Wano Country
979.0,Tama (flashback),Tama ,flashback,Wano Country
979.0,Inuarashi,Inuarashi,,Wano Country
979.0,Shishilian,Shishilian,,Wano Country
979.0,Carrot,Carrot,,Wano Country
979.0,Pound (cover),Pound ,cover,Wano Country
980.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
980.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
980.0,Eustass Kid,Eustass Kid,,Wano Country
980.0,Killer,Killer,,Wano Country
980.0,Heat,Heat,,Wano Country
980.0,Wire,Wire,,Wano Country
980.0,Queen,Queen,,Wano Country
980.0,Mizerka,Mizerka,,Wano Country
980.0,Gorishiro,Gorishiro,,Wano Country
980.0,Hatcha (silhouette),Hatcha ,silhouette,Wano Country
980.0,Babanuki (flashback),Babanuki ,flashback,Wano Country
980.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
980.0,Capone Bege (cover),Capone Bege ,cover,Wano Country
980.0,Charlotte Chiffon (cover),Charlotte Chiffon ,cover,Wano Country
980.0,Capone Pez (cover),Capone Pez ,cover,Wano Country
980.0,Vito (cover),Vito ,cover,Wano Country
980.0,Gotti (cover),Gotti ,cover,Wano Country
980.0,Charlotte Lola (cover),Charlotte Lola ,cover,Wano Country
980.0,Tama (flashback),Tama ,flashback,Wano Country
981.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
981.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
981.0,Nami,Nami,,Wano Country
981.0,Usopp (cover),Usopp ,cover,Wano Country
981.0,Sanji,Sanji,,Wano Country
981.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
981.0,Brook (cover),Brook ,cover,Wano Country
981.0,Eustass Kid,Eustass Kid,,Wano Country
981.0,Killer,Killer,,Wano Country
981.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
981.0,Marco,Marco,,Wano Country
981.0,Izo,Izo,,Wano Country
981.0,Kaido (image),Kaido ,image,Wano Country
981.0,King (flashback),King ,flashback,Wano Country
981.0,Queen,Queen,,Wano Country
981.0,Who's-Who,Who's-Who,,Wano Country
981.0,Hatcha,Hatcha,,Wano Country
981.0,Babanuki (flashback),Babanuki ,flashback,Wano Country
981.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
981.0,Charlotte Smoothie,Charlotte Smoothie,,Wano Country
981.0,Charlotte Perospero,Charlotte Perospero,,Wano Country
981.0,Charlotte Daifuku,Charlotte Daifuku,,Wano Country
981.0,Charlotte Effilée,Charlotte Effilée,,Wano Country
981.0,Charlotte Basskarte,Charlotte Basskarte,,Wano Country
981.0,Charlotte Mont-d'Or,Charlotte Mont-d'Or,,Wano Country
981.0,Charlotte Tablet,Charlotte Tablet,,Wano Country
981.0,Charlotte Galette,Charlotte Galette,,Wano Country
981.0,Charlotte Mobile,Charlotte Mobile,,Wano Country
981.0,Charlotte Flampe,Charlotte Flampe,,Wano Country
981.0,Napoleon,Napoleon,,Wano Country
981.0,Queen Mama Chanter,Queen Mama Chanter,,Wano Country
981.0,"Kurozumi Orochi (flashback, image)",Kurozumi Orochi ,"flashback, image",Wano Country
981.0,Kozuki Momonosuke (flashback),Kozuki Momonosuke ,flashback,Wano Country
981.0,Kin'emon,Kin'emon,,Wano Country
981.0,Shinobu,Shinobu,,Wano Country
981.0,Jibuemon,Jibuemon,,Wano Country
981.0,Cho,Cho,,Wano Country
981.0,Nekomamushi,Nekomamushi,,Wano Country
981.0,Shishilian,Shishilian,,Wano Country
981.0,Concelot,Concelot,,Wano Country
981.0,Giovanni,Giovanni,,Wano Country
981.0,Carrot,Carrot,,Wano Country
982.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
982.0,Roronoa Zoro (image),Roronoa Zoro ,image,Wano Country
982.0,Nami,Nami,,Wano Country
982.0,Usopp,Usopp,,Wano Country
982.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
982.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
982.0,Bepo,Bepo,,Wano Country
982.0,Penguin,Penguin,,Wano Country
982.0,Shachi,Shachi,,Wano Country
982.0,Jean Bart,Jean Bart,,Wano Country
982.0,Uni,Uni,,Wano Country
982.0,Eustass Kid (image),Eustass Kid ,image,Wano Country
982.0,Killer (image),Killer ,image,Wano Country
982.0,Marco,Marco,,Wano Country
982.0,Kaido,Kaido,,Wano Country
982.0,Queen,Queen,,Wano Country
982.0,Ulti,Ulti,,Wano Country
982.0,Page One,Page One,,Wano Country
982.0,Black Maria,Black Maria,,Wano Country
982.0,Sasaki,Sasaki,,Wano Country
982.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
982.0,Napoleon,Napoleon,,Wano Country
982.0,Prometheus,Prometheus,,Wano Country
982.0,Capone Bege (cover),Capone Bege ,cover,Wano Country
982.0,Charlotte Chiffon (cover),Charlotte Chiffon ,cover,Wano Country
982.0,Capone Pez (cover),Capone Pez ,cover,Wano Country
982.0,Vito (cover),Vito ,cover,Wano Country
982.0,Gotti (cover),Gotti ,cover,Wano Country
982.0,Charlotte Lola (cover),Charlotte Lola ,cover,Wano Country
982.0,Kurozumi Orochi,Kurozumi Orochi,,Wano Country
982.0,Kurozumi Kanjuro,Kurozumi Kanjuro,,Wano Country
982.0,Fukurokuju,Fukurokuju,,Wano Country
982.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
982.0,Kin'emon,Kin'emon,,Wano Country
982.0,Denjiro,Denjiro,,Wano Country
982.0,Kikunojo,Kikunojo,,Wano Country
982.0,Raizo,Raizo,,Wano Country
982.0,Ashura Doji,Ashura Doji,,Wano Country
982.0,Kawamatsu,Kawamatsu,,Wano Country
982.0,Shinobu,Shinobu,,Wano Country
982.0,Inuarashi,Inuarashi,,Wano Country
982.0,Nekomamushi,Nekomamushi,,Wano Country
982.0,Shishilian,Shishilian,,Wano Country
982.0,Blackback,Blackback,,Wano Country
982.0,Roddy,Roddy,,Wano Country
982.0,Carrot,Carrot,,Wano Country
983.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
983.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
983.0,Nami,Nami,,Wano Country
983.0,Usopp,Usopp,,Wano Country
983.0,Sanji (flashback),Sanji ,flashback,Wano Country
983.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
983.0,Zeus,Zeus,,Wano Country
983.0,Eustass Kid,Eustass Kid,,Wano Country
983.0,Killer,Killer,,Wano Country
983.0,Capone Bege (cover),Capone Bege ,cover,Wano Country
983.0,Charlotte Chiffon (cover),Charlotte Chiffon ,cover,Wano Country
983.0,Capone Pez (cover),Capone Pez ,cover,Wano Country
983.0,Vito (cover),Vito ,cover,Wano Country
983.0,Gotti (cover),Gotti ,cover,Wano Country
983.0,Queen,Queen,,Wano Country
983.0,Ulti,Ulti,,Wano Country
983.0,Page One,Page One,,Wano Country
983.0,Yamato,Yamato,,Wano Country
983.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
983.0,Charlotte Perospero,Charlotte Perospero,,Wano Country
983.0,Napoleon,Napoleon,,Wano Country
983.0,Prometheus,Prometheus,,Wano Country
983.0,Charlotte Lola (cover),Charlotte Lola ,cover,Wano Country
983.0,Leo (cover),Leo ,cover,Wano Country
983.0,Bian (cover),Bian ,cover,Wano Country
983.0,Bomba (cover),Bomba ,cover,Wano Country
983.0,Wicca (cover),Wicca ,cover,Wano Country
983.0,Flapper (cover),Flapper ,cover,Wano Country
983.0,Bobomba (cover),Bobomba ,cover,Wano Country
983.0,Kurozumi Orochi,Kurozumi Orochi,,Wano Country
983.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
983.0,Shinobu,Shinobu,,Wano Country
983.0,Carrot,Carrot,,Wano Country
983.0,Pound (cover),Pound ,cover,Wano Country
984.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
984.0,Nico Robin,Nico Robin,,Wano Country
984.0,Jinbe,Jinbe,,Wano Country
984.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
984.0,Bepo,Bepo,,Wano Country
984.0,Shachi,Shachi,,Wano Country
984.0,Penguin,Penguin,,Wano Country
984.0,Jean Bart,Jean Bart,,Wano Country
984.0,Clione,Clione,,Wano Country
984.0,Ikkaku,Ikkaku,,Wano Country
984.0,Marco,Marco,,Wano Country
984.0,Izo,Izo,,Wano Country
984.0,Kaido,Kaido,,Wano Country
984.0,King,King,,Wano Country
984.0,Queen,Queen,,Wano Country
984.0,Jack,Jack,,Wano Country
984.0,Ulti,Ulti,,Wano Country
984.0,Page One,Page One,,Wano Country
984.0,Yamato,Yamato,,Wano Country
984.0,Bao Huang,Bao Huang,,Wano Country
984.0,Capone Bege (cover),Capone Bege ,cover,Wano Country
984.0,Charlotte Chiffon (cover),Charlotte Chiffon ,cover,Wano Country
984.0,Capone Pez (cover),Capone Pez ,cover,Wano Country
984.0,Charlotte Lola (cover),Charlotte Lola ,cover,Wano Country
984.0,Kurozumi Orochi,Kurozumi Orochi,,Wano Country
984.0,Fukurokuju,Fukurokuju,,Wano Country
984.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
984.0,Raizo,Raizo,,Wano Country
984.0,Kikunojo,Kikunojo,,Wano Country
984.0,Ashura Doji,Ashura Doji,,Wano Country
984.0,Kawamatsu,Kawamatsu,,Wano Country
984.0,Hyogoro,Hyogoro,,Wano Country
984.0,Inuarashi,Inuarashi,,Wano Country
984.0,Nekomamushi,Nekomamushi,,Wano Country
984.0,Pound (cover),Pound ,cover,Wano Country
985.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
985.0,Nami,Nami,,Wano Country
985.0,Nico Robin,Nico Robin,,Wano Country
985.0,Jinbe,Jinbe,,Wano Country
985.0,Zeus,Zeus,,Wano Country
985.0,Izo,Izo,,Wano Country
985.0,Trafalgar D. Water Law (cover),Trafalgar D. Water Law ,cover,Wano Country
985.0,Eustass Kid (cover),Eustass Kid ,cover,Wano Country
985.0,Kaido,Kaido,,Wano Country
985.0,King,King,,Wano Country
985.0,Queen,Queen,,Wano Country
985.0,Yamato,Yamato,,Wano Country
985.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
985.0,Napoleon,Napoleon,,Wano Country
985.0,Prometheus,Prometheus,,Wano Country
985.0,Kurozumi Orochi,Kurozumi Orochi,,Wano Country
985.0,Kurozumi Kanjuro,Kurozumi Kanjuro,,Wano Country
985.0,Fukurokuju,Fukurokuju,,Wano Country
985.0,Chome,Chome,,Wano Country
985.0,Hotei,Hotei,,Wano Country
985.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
985.0,Raizo,Raizo,,Wano Country
985.0,Kikunojo,Kikunojo,,Wano Country
985.0,Ashura Doji,Ashura Doji,,Wano Country
985.0,Kawamatsu,Kawamatsu,,Wano Country
985.0,Inuarashi,Inuarashi,,Wano Country
985.0,Nekomamushi,Nekomamushi,,Wano Country
985.0,Carrot,Carrot,,Wano Country
986.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
986.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
986.0,Nami,Nami,,Wano Country
986.0,Usopp,Usopp,,Wano Country
986.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
986.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
986.0,Bepo,Bepo,,Wano Country
986.0,Eustass Kid,Eustass Kid,,Wano Country
986.0,Izo,Izo,,Wano Country
986.0,Kaido,Kaido,,Wano Country
986.0,King,King,,Wano Country
986.0,Queen,Queen,,Wano Country
986.0,Jack,Jack,,Wano Country
986.0,Who's-Who,Who's-Who,,Wano Country
986.0,Ulti,Ulti,,Wano Country
986.0,Yamato,Yamato,,Wano Country
986.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
986.0,Kurozumi Orochi,Kurozumi Orochi,,Wano Country
986.0,Kurozumi Kanjuro,Kurozumi Kanjuro,,Wano Country
986.0,Fukurokuju,Fukurokuju,,Wano Country
986.0,Hotei,Hotei,,Wano Country
986.0,Hanzo,Hanzo,,Wano Country
986.0,Jigoku Benten,Jigoku Benten,,Wano Country
986.0,Bishamon,Bishamon,,Wano Country
986.0,Kozuki Oden (flashback),Kozuki Oden ,flashback,Wano Country
986.0,Kozuki Toki (flashback),Kozuki Toki ,flashback,Wano Country
986.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
986.0,Kin'emon,Kin'emon,,Wano Country
986.0,Denjiro,Denjiro,,Wano Country
986.0,Raizo,Raizo,,Wano Country
986.0,Kikunojo,Kikunojo,,Wano Country
986.0,Ashura Doji,Ashura Doji,,Wano Country
986.0,Kawamatsu,Kawamatsu,,Wano Country
986.0,Shinobu,Shinobu,,Wano Country
986.0,Hyogoro,Hyogoro,,Wano Country
986.0,Inuarashi,Inuarashi,,Wano Country
986.0,Nekomamushi,Nekomamushi,,Wano Country
986.0,Carrot,Carrot,,Wano Country
986.0,Pound (cover),Pound ,cover,Wano Country
987.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
987.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
987.0,Nami,Nami,,Wano Country
987.0,Usopp (cover),Usopp ,cover,Wano Country
987.0,Sanji (cover),Sanji ,cover,Wano Country
987.0,Tony Tony Chopper (cover),Tony Tony Chopper ,cover,Wano Country
987.0,Nico Robin (cover),Nico Robin ,cover,Wano Country
987.0,Franky (cover),Franky ,cover,Wano Country
987.0,Brook (cover),Brook ,cover,Wano Country
987.0,Jinbe (cover),Jinbe ,cover,Wano Country
987.0,Trafalgar D. Water Law,Trafalgar D. Water Law,,Wano Country
987.0,Eustass Kid,Eustass Kid,,Wano Country
987.0,Killer,Killer,,Wano Country
987.0,Marco,Marco,,Wano Country
987.0,Izo,Izo,,Wano Country
987.0,Kaido,Kaido,,Wano Country
987.0,Queen,Queen,,Wano Country
987.0,Ulti,Ulti,,Wano Country
987.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
987.0,Napoleon,Napoleon,,Wano Country
987.0,Charlotte Perospero,Charlotte Perospero,,Wano Country
987.0,Yamato,Yamato,,Wano Country
987.0,Kozuki Oden (flashback),Kozuki Oden ,flashback,Wano Country
987.0,Kin'emon,Kin'emon,,Wano Country
987.0,Denjiro,Denjiro,,Wano Country
987.0,Raizo,Raizo,,Wano Country
987.0,Kikunojo,Kikunojo,,Wano Country
987.0,Ashura Doji,Ashura Doji,,Wano Country
987.0,Kawamatsu,Kawamatsu,,Wano Country
987.0,Hyogoro,Hyogoro,,Wano Country
987.0,Yatappe,Yatappe,,Wano Country
987.0,Cho,Cho,,Wano Country
987.0,Inuarashi,Inuarashi,,Wano Country
987.0,Nekomamushi,Nekomamushi,,Wano Country
987.0,Carrot,Carrot,,Wano Country
988.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
988.0,Nami,Nami,,Wano Country
988.0,Sanji,Sanji,,Wano Country
988.0,Franky,Franky,,Wano Country
988.0,Brook,Brook,,Wano Country
988.0,Izo,Izo,,Wano Country
988.0,Charlotte Chiffon (cover),Charlotte Chiffon ,cover,Wano Country
988.0,Capone Pez (cover),Capone Pez ,cover,Wano Country
988.0,Charlotte Lola (cover),Charlotte Lola ,cover,Wano Country
988.0,Kaido,Kaido,,Wano Country
988.0,King,King,,Wano Country
988.0,Queen,Queen,,Wano Country
988.0,Jack,Jack,,Wano Country
988.0,Ulti,Ulti,,Wano Country
988.0,Nangi,Nangi,,Wano Country
988.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
988.0,Napoleon,Napoleon,,Wano Country
988.0,Zeus,Zeus,,Wano Country
988.0,Prometheus,Prometheus,,Wano Country
988.0,Yamato,Yamato,,Wano Country
988.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
988.0,Kin'emon,Kin'emon,,Wano Country
988.0,Denjiro,Denjiro,,Wano Country
988.0,Raizo,Raizo,,Wano Country
988.0,Kikunojo,Kikunojo,,Wano Country
988.0,Ashura Doji,Ashura Doji,,Wano Country
988.0,Kawamatsu,Kawamatsu,,Wano Country
988.0,Shinobu,Shinobu,,Wano Country
988.0,Hyogoro,Hyogoro,,Wano Country
988.0,Inuarashi,Inuarashi,,Wano Country
988.0,Nekomamushi,Nekomamushi,,Wano Country
988.0,Shishilian,Shishilian,,Wano Country
988.0,Giovanni,Giovanni,,Wano Country
988.0,Concelot,Concelot,,Wano Country
988.0,Roddy,Roddy,,Wano Country
988.0,Blackback,Blackback,,Wano Country
988.0,Carrot,Carrot,,Wano Country
988.0,Pound (cover),Pound ,cover,Wano Country
989.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
989.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
989.0,Nami,Nami,,Wano Country
989.0,Usopp,Usopp,,Wano Country
989.0,Sanji,Sanji,,Wano Country
989.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
989.0,Nico Robin,Nico Robin,,Wano Country
989.0,Franky,Franky,,Wano Country
989.0,Brook,Brook,,Wano Country
989.0,Jinbe,Jinbe,,Wano Country
989.0,Yamato,Yamato,,Wano Country
989.0,Charlotte Chiffon (cover; image),Charlotte Chiffon ,cover; image,Wano Country
989.0,King,King,,Wano Country
989.0,Queen,Queen,,Wano Country
989.0,Jaki,Jaki,,Wano Country
989.0,Juki,Juki,,Wano Country
989.0,Goki,Goki,,Wano Country
989.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
989.0,Napoleon,Napoleon,,Wano Country
989.0,Prometheus (cover; image),Prometheus ,cover; image,Wano Country
989.0,Charlotte Lola (cover; image),Charlotte Lola ,cover; image,Wano Country
989.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
989.0,Shinobu,Shinobu,,Wano Country
989.0,Hyogoro,Hyogoro,,Wano Country
989.0,Yatappe,Yatappe,,Wano Country
989.0,Cho,Cho,,Wano Country
989.0,Carrot,Carrot,,Wano Country
989.0,Pound (cover),Pound ,cover,Wano Country
990.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
990.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
990.0,Usopp,Usopp,,Wano Country
990.0,Sanji,Sanji,,Wano Country
990.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
990.0,Nico Robin,Nico Robin,,Wano Country
990.0,Franky,Franky,,Wano Country
990.0,Brook,Brook,,Wano Country
990.0,Jinbe,Jinbe,,Wano Country
990.0,Izo,Izo,,Wano Country
990.0,Capone Bege (cover),Capone Bege ,cover,Wano Country
990.0,Charlotte Chiffon (cover),Charlotte Chiffon ,cover,Wano Country
990.0,Gotti (cover),Gotti ,cover,Wano Country
990.0,Capone Pez (cover),Capone Pez ,cover,Wano Country
990.0,Kaido,Kaido,,Wano Country
990.0,King,King,,Wano Country
990.0,Queen,Queen,,Wano Country
990.0,Jack,Jack,,Wano Country
990.0,Page One,Page One,,Wano Country
990.0,Ulti,Ulti,,Wano Country
990.0,Who's-Who,Who's-Who,,Wano Country
990.0,Black Maria,Black Maria,,Wano Country
990.0,Sasaki,Sasaki,,Wano Country
990.0,Goki,Goki,,Wano Country
990.0,Nangi,Nangi,,Wano Country
990.0,Juki,Juki,,Wano Country
990.0,Babanuki (flashback),Babanuki ,flashback,Wano Country
990.0,Basil Hawkins,Basil Hawkins,,Wano Country
990.0,Charlotte Lola (cover),Charlotte Lola ,cover,Wano Country
990.0,X Drake,X Drake,,Wano Country
990.0,Koby (flashback),Koby ,flashback,Wano Country
990.0,Kin'emon,Kin'emon,,Wano Country
990.0,Raizo,Raizo,,Wano Country
990.0,Kikunojo,Kikunojo,,Wano Country
990.0,Ashura Doji,Ashura Doji,,Wano Country
990.0,Kawamatsu,Kawamatsu,,Wano Country
990.0,Denjiro,Denjiro,,Wano Country
990.0,Hyogoro,Hyogoro,,Wano Country
990.0,Omasa,Omasa,,Wano Country
990.0,Fukurokuju,Fukurokuju,,Wano Country
990.0,Daikoku,Daikoku,,Wano Country
990.0,Chome,Chome,,Wano Country
990.0,Hanzo,Hanzo,,Wano Country
990.0,Kazekage,Kazekage,,Wano Country
990.0,Hotei,Hotei,,Wano Country
990.0,Inuarashi (silhouette),Inuarashi ,silhouette,Wano Country
990.0,Nekomamushi (silhouette),Nekomamushi ,silhouette,Wano Country
990.0,Shishilian,Shishilian,,Wano Country
990.0,Concelot,Concelot,,Wano Country
990.0,Giovanni,Giovanni,,Wano Country
990.0,Blackback,Blackback,,Wano Country
991.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
991.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
991.0,Nami,Nami,,Wano Country
991.0,Usopp,Usopp,,Wano Country
991.0,Sanji,Sanji,,Wano Country
991.0,Franky,Franky,,Wano Country
991.0,Jinbe,Jinbe,,Wano Country
991.0,Capone Bege (cover),Capone Bege ,cover,Wano Country
991.0,Charlotte Chiffon (cover),Charlotte Chiffon ,cover,Wano Country
991.0,Capone Pez (cover),Capone Pez ,cover,Wano Country
991.0,Charlotte Lola (cover),Charlotte Lola ,cover,Wano Country
991.0,Kaido,Kaido,,Wano Country
991.0,Queen,Queen,,Wano Country
991.0,Jack,Jack,,Wano Country
991.0,Page One,Page One,,Wano Country
991.0,Ulti,Ulti,,Wano Country
991.0,Jaki,Jaki,,Wano Country
991.0,Goki,Goki,,Wano Country
991.0,Nangi,Nangi,,Wano Country
991.0,Hatcha,Hatcha,,Wano Country
991.0,Juki,Juki,,Wano Country
991.0,Scratchmen Apoo,Scratchmen Apoo,,Wano Country
991.0,X Drake,X Drake,,Wano Country
991.0,Koby (flashback),Koby ,flashback,Wano Country
991.0,Kin'emon,Kin'emon,,Wano Country
991.0,Denjiro,Denjiro,,Wano Country
991.0,Izo,Izo,,Wano Country
991.0,Kikunojo,Kikunojo,,Wano Country
991.0,Raizo,Raizo,,Wano Country
991.0,Ashura Doji,Ashura Doji,,Wano Country
991.0,Kawamatsu,Kawamatsu,,Wano Country
991.0,Hyogoro,Hyogoro,,Wano Country
991.0,Tsunagoro,Tsunagoro,,Wano Country
991.0,Inuarashi,Inuarashi,,Wano Country
991.0,Nekomamushi,Nekomamushi,,Wano Country
991.0,Shishilian,Shishilian,,Wano Country
991.0,Yomo,Yomo,,Wano Country
991.0,Pound (cover),Pound ,cover,Wano Country
992.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
992.0,Roronoa Zoro (cover),Roronoa Zoro ,cover,Wano Country
992.0,Nami (cover),Nami ,cover,Wano Country
992.0,Usopp (cover),Usopp ,cover,Wano Country
992.0,Sanji,Sanji,,Wano Country
992.0,Tony Tony Chopper (cover),Tony Tony Chopper ,cover,Wano Country
992.0,Nico Robin (cover),Nico Robin ,cover,Wano Country
992.0,Franky (cover),Franky ,cover,Wano Country
992.0,Brook (cover),Brook ,cover,Wano Country
992.0,Jinbe (cover),Jinbe ,cover,Wano Country
992.0,Kaido,Kaido,,Wano Country
992.0,Black Maria,Black Maria,,Wano Country
992.0,Charlotte Linlin,Charlotte Linlin,,Wano Country
992.0,Charlotte Perospero,Charlotte Perospero,,Wano Country
992.0,Napoleon,Napoleon,,Wano Country
992.0,Marco,Marco,,Wano Country
992.0,Izo,Izo,,Wano Country
992.0,Yamato,Yamato,,Wano Country
992.0,Kozuki Oden (flashback),Kozuki Oden ,flashback,Wano Country
992.0,Kozuki Toki (flashback),Kozuki Toki ,flashback,Wano Country
992.0,Kozuki Momonosuke,Kozuki Momonosuke,,Wano Country
992.0,Kozuki Hiyori (flashback),Kozuki Hiyori ,flashback,Wano Country
992.0,Kin'emon,Kin'emon,,Wano Country
992.0,Denjiro,Denjiro,,Wano Country
992.0,Kikunojo,Kikunojo,,Wano Country
992.0,Raizo,Raizo,,Wano Country
992.0,Ashura Doji,Ashura Doji,,Wano Country
992.0,Kawamatsu,Kawamatsu,,Wano Country
992.0,Shinobu,Shinobu,,Wano Country
992.0,Inuarashi,Inuarashi,,Wano Country
992.0,Nekomamushi,Nekomamushi,,Wano Country
992.0,Carrot,Carrot,,Wano Country
992.0,Wanda,Wanda,,Wano Country
993.0,Monkey D. Luffy,Monkey D. Luffy,,Wano Country
993.0,Roronoa Zoro,Roronoa Zoro,,Wano Country
993.0,Sanji,Sanji,,Wano Country
993.0,Tony Tony Chopper,Tony Tony Chopper,,Wano Country
993.0,Nico Robin,Nico Robin,,Wano Country
993.0,Jinbe,Jinbe,,Wano Country
993.0,Yamato,Yamato,,Wano Country
993.0,Capone Bege (cover),Capone Bege ,cover,Wano Country
993.0,Vito (cover),Vito ,cover,Wano Country
993.0,Gotti (cover),Gotti ,cover,Wano Country
993.0,Charlotte Chiffon (cover),Charlotte Chiffon ,cover,Wano Country
993.0,Capone Pez (cover),Capone Pez ,cover,Wano Country
993.0,Kaido,Kaido,,Wano Country
993.0,King,King,,Wano Country
993.0,Queen,Queen,,Wano Country
993.0,Ulti,Ulti,,Wano Country
993.0,Who's-Who,Who's-Who,,Wano Country
993.0,Sasaki,Sasaki,,Wano Country
993.0,Bao Huang,Bao Huang,,Wano Country
993.0,Briscola,Briscola,,Wano Country
993.0,Izo,Izo,,Wano Country
993.0,Charlotte Lola (cover),Charlotte Lola ,cover,Wano Country
